id,target
443,False
444,False
445,False
446,False
447,False
448,False
449,False
450,False
451,False
452,False
453,False
454,False
455,False
456,False
457,False
458,False
459,False
460,False
461,False
462,False
463,False
464,False
465,True
466,False
467,False
468,False
469,False
470,False
471,True
472,True
473,False
474,False
475,True
476,True
477,True
478,False
479,True
480,True
481,False
482,False
483,False
484,True
485,True
486,False
487,False
488,False
489,False
490,True
491,True
492,True
493,True
494,False
495,False
496,True
497,False
498,False
499,True
500,True
501,True
502,True
503,True
504,True
505,True
506,True
507,True
508,True
509,True
510,True
511,True
512,True
513,False
514,True
515,True
516,True
517,True
518,True
519,True
520,False
521,True
522,True
523,True
524,True
525,True
526,True
527,True
528,False
529,True
530,True
531,False
532,True
533,False
534,True
535,False
536,True
537,False
538,False
539,False
540,True
541,True
542,True
543,False
544,False
545,True
546,False
547,False
548,True
549,True
550,False
551,True
552,False
553,True
554,True
555,True
556,True
557,True
558,True
559,False
560,False
561,False
562,False
563,True
564,False
565,False
566,False
567,False
568,False
569,False
570,False
571,False
572,False
573,False
574,False
575,False
576,True
577,False
578,True
579,False
580,False
581,False
582,False
583,False
584,False
585,False
586,False
587,True
588,True
589,False
590,True
591,False
592,True
593,False
594,True
595,True
596,False
597,False
598,False
599,True
600,False
601,True
602,False
603,False
604,True
605,True
606,True
607,True
608,True
609,True
610,True
611,False
612,True
613,True
614,False
615,True
616,True
617,False
618,True
619,False
620,True
621,True
622,False
623,True
624,True
625,False
626,True
627,True
628,True
629,True
630,True
631,True
632,True
633,False
634,False
635,False
636,True
637,True
638,False
639,False
640,True
641,False
642,False
643,False
644,False
645,False
646,False
647,False
648,False
649,False
650,False
651,False
652,False
653,False
654,False
655,True
656,False
657,True
658,False
659,False
660,False
661,False
662,False
663,False
664,False
665,True
666,True
667,False
668,False
669,True
670,True
671,True
672,False
673,True
674,False
675,True
676,True
677,True
678,False
679,False
680,True
681,True
682,False
683,False
684,True
685,True
686,True
687,True
688,True
689,True
690,True
691,False
692,True
693,True
694,True
695,False
696,False
697,False
698,False
699,False
700,False
701,True
702,False
703,False
704,False
705,False
706,False
707,False
708,False
709,False
710,True
711,True
712,True
713,False
714,False
715,True
716,False
717,True
718,False
719,True
720,False
721,False
722,False
723,True
724,True
725,True
726,False
727,True
728,False
729,False
730,False
731,False
732,True
733,False
734,True
735,False
736,False
737,True
738,False
739,False
740,False
741,False
742,False
743,False
744,False
745,False
746,False
747,False
748,False
749,False
750,False
751,False
752,False
753,False
754,False
755,False
756,True
757,False
758,False
759,False
760,False
761,False
762,True
763,False
764,False
765,False
766,True
767,True
768,True
769,True
770,True
771,True
772,True
773,True
774,False
775,False
776,False
777,True
778,True
779,False
780,True
781,True
782,False
783,True
784,False
785,True
786,False
787,True
788,True
789,False
790,False
791,True
792,True
793,False
794,False
795,False
796,False
797,True
798,True
799,True
800,False
801,False
802,True
803,True
804,False
805,True
806,False
807,True
808,False
809,False
810,False
811,False
812,False
813,False
814,False
815,False
816,False
817,False
818,False
819,False
820,False
821,False
822,False
823,False
824,False
825,False
826,False
827,False
828,True
829,False
830,False
831,False
832,False
833,False
834,False
835,False
836,False
837,False
838,False
839,False
840,False
841,False
842,True
843,False
844,False
845,False
846,False
847,False
848,False
849,False
850,False
851,False
852,False
853,False
854,False
855,False
856,True
857,False
858,True
859,True
860,True
861,True
862,True
863,False
864,True
865,True
866,False
867,True
868,True
869,True
870,True
871,False
872,True
873,False
874,True
875,False
876,False
877,True
878,True
879,False
880,False
881,False
882,False
883,False
884,False
885,False
886,False
887,False
888,False
889,False
890,False
891,False
892,True
893,False
894,False
895,False
896,False
897,False
898,False
899,False
900,False
901,False
902,False
903,False
904,True
905,False
906,False
907,False
908,False
909,True
910,False
911,True
912,False
913,False
914,False
915,False
916,False
917,False
918,False
919,False
920,False
921,True
922,True
923,False
924,False
925,True
926,True
927,False
928,False
929,True
930,False
931,True
932,False
933,False
934,False
935,True
936,True
937,True
938,False
939,True
940,True
941,True
942,True
943,True
944,True
945,True
946,True
947,True
948,True
949,True
950,True
951,True
952,True
953,True
954,False
955,False
956,True
957,False
958,False
959,False
960,False
961,False
962,False
963,False
964,True
965,False
966,False
967,True
968,False
969,False
970,False
971,False
972,False
973,False
974,False
975,False
976,False
977,False
978,False
979,False
980,False
981,False
982,True
983,False
984,False
985,False
986,True
987,False
988,False
989,False
990,False
991,False
992,False
993,False
994,False
995,False
996,False
997,False
998,False
999,False
1000,False
1001,True
1002,True
1003,False
1004,False
1005,False
1006,False
1007,False
1008,False
1009,True
1010,False
1011,False
1012,False
1013,True
1014,False
1015,False
1016,True
1017,False
1018,False
1019,False
1020,False
1021,False
1022,False
1023,False
1024,False
1025,True
1026,True
1027,False
1028,True
1029,False
1030,False
1031,True
1032,False
1033,False
1034,True
1035,False
1036,True
1037,True
1038,False
1039,False
1040,True
1041,False
1042,True
1043,False
1044,True
1045,False
1046,False
1047,False
1048,False
1049,True
1050,True
1051,True
1052,False
1053,True
1054,False
1055,True
1056,True
1057,True
1058,True
1059,True
1060,True
1061,True
1062,True
1063,True
1064,True
1065,True
1066,True
1067,True
1068,True
1069,True
1070,True
1071,True
1072,True
1073,True
1074,True
1075,True
1076,False
1077,False
1078,False
1079,False
1080,False
1081,False
1082,False
1083,False
1084,False
1085,False
1086,False
1087,False
1088,False
1089,True
1090,False
1091,False
1092,False
1093,False
1094,False
1095,False
1096,False
1097,False
1098,False
1099,False
1100,False
1101,False
1102,False
1103,False
1104,False
1105,False
1106,False
1107,False
1108,False
1109,False
1110,False
1111,False
1112,False
1113,False
1114,False
1115,False
1116,False
1117,False
1118,False
1119,False
1120,False
1121,True
1122,False
1123,False
1124,False
1125,True
1126,False
1127,False
1128,False
1129,True
1130,True
1131,False
1132,False
1133,True
1134,False
1135,False
1136,False
1137,False
1138,False
1139,False
1140,False
1141,True
1142,False
1143,False
1144,False
1145,True
1146,False
1147,True
1148,True
1149,False
1150,True
1151,True
1152,False
1153,False
1154,False
1155,False
1156,False
1157,False
1158,False
1159,False
1160,False
1161,False
1162,False
1163,False
1164,False
1165,False
1166,True
1167,False
1168,False
1169,False
1170,False
1171,False
1172,False
1173,False
1174,False
1175,False
1176,False
1177,False
1178,False
1179,False
1180,False
1181,False
1182,False
1183,False
1184,False
1185,True
1186,False
1187,True
1188,False
1189,False
1190,True
1191,False
1192,True
1193,False
1194,False
1195,False
1196,True
1197,False
1198,False
1199,False
1200,False
1201,True
1202,False
1203,False
1204,True
1205,False
1206,False
1207,False
1208,True
1209,False
1210,True
1211,True
1212,True
1213,True
1214,False
1215,True
1216,True
1217,True
1218,True
1219,False
1220,True
1221,True
1222,False
1223,True
1224,True
1225,False
1226,True
1227,False
1228,True
1229,True
1230,False
1231,False
1232,True
1233,True
1234,True
1235,True
1236,False
1237,True
1238,False
1239,True
1240,True
1241,True
1242,True
1243,True
1244,True
1245,True
1246,False
1247,True
1248,True
1249,True
1250,False
1251,True
1252,True
1253,True
1254,True
1255,True
1256,True
1257,True
1258,True
1259,True
1260,True
1261,False
1262,False
1263,False
1264,False
1265,False
1266,False
1267,False
1268,False
1269,False
1270,False
1271,False
1272,False
1273,False
1274,False
1275,False
1276,False
1277,False
1278,False
1279,False
1280,True
1281,True
1282,True
1283,True
1284,False
1285,True
1286,True
1287,False
1288,False
1289,True
1290,False
1291,False
1292,False
1293,True
1294,True
1295,False
1296,False
1297,False
1298,False
1299,False
1300,False
1301,False
1302,True
1303,True
1304,False
1305,False
1306,False
1307,True
1308,True
1309,False
1310,False
1311,False
1312,True
1313,False
1314,False
1315,True
1316,True
1317,False
1318,True
1319,True
1320,True
1321,True
1322,True
1323,True
1324,True
1325,True
1326,True
1327,False
1328,True
1329,True
1330,True
1331,True
1332,True
1333,False
1334,False
1335,False
1336,False
1337,False
1338,False
1339,False
1340,False
1341,False
1342,False
1343,False
1344,False
1345,False
1346,False
1347,False
1348,False
1349,False
1350,False
1351,False
1352,False
1353,True
1354,False
1355,False
1356,True
1357,False
1358,False
1359,False
1360,False
1361,False
1362,False
1363,False
1364,False
1365,False
1366,False
1367,True
1368,False
1369,False
1370,False
1371,False
1372,False
1373,False
1374,False
1375,False
1376,False
1377,False
1378,False
1379,True
1380,True
1381,True
1382,False
1383,True
1384,True
1385,False
1386,False
1387,False
1388,False
1389,False
1390,True
1391,True
1392,True
1393,True
1394,False
1395,True
1396,False
1397,False
1398,True
1399,True
1400,True
1401,False
1402,False
1403,False
1404,False
1405,False
1406,False
1407,False
1408,False
1409,False
1410,False
1411,False
1412,False
1413,False
1414,False
1415,False
1416,True
1417,False
1418,False
1419,False
1420,False
1421,False
1422,False
1423,True
1424,True
1425,False
1426,False
1427,True
1428,False
1429,False
1430,True
1431,False
1432,False
1433,False
1434,False
1435,True
1436,True
1437,False
1438,True
1439,True
1440,True
1441,True
1442,True
1443,True
1444,True
1445,True
1446,True
1447,True
1448,False
1449,True
1450,True
1451,False
1452,False
1453,True
1454,True
1455,False
1456,False
1457,True
1458,True
1459,False
1460,True
1461,True
1462,True
1463,True
1464,True
1465,False
1466,False
1467,False
1468,False
1469,False
1470,False
1471,False
1472,False
1473,False
1474,False
1475,False
1476,False
1477,True
1478,False
1479,False
1480,False
1481,False
1482,False
1483,False
1484,False
1485,True
1486,True
1487,False
1488,False
1489,False
1490,False
1491,False
1492,False
1493,False
1494,False
1495,True
1496,False
1497,False
1498,False
1499,False
1500,False
1501,False
1502,True
1503,False
1504,True
1505,False
1506,True
1507,False
1508,False
1509,False
1510,False
1511,False
1512,False
1513,True
1514,True
1515,False
1516,True
1517,True
1518,False
1519,False
1520,False
1521,False
1522,False
1523,True
1524,True
1525,True
1526,True
1527,False
1528,True
1529,True
1530,True
1531,True
1532,True
1533,True
1534,True
1535,True
1536,True
1537,True
1538,True
1539,True
1540,False
1541,False
1542,False
1543,True
1544,True
1545,True
1546,False
1547,False
1548,True
1549,True
1550,True
1551,False
1552,False
1553,False
1554,False
1555,False
1556,False
1557,False
1558,False
1559,False
1560,False
1561,False
1562,False
1563,False
1564,False
1565,False
1566,False
1567,True
1568,True
1569,False
1570,False
1571,True
1572,False
1573,False
1574,False
1575,False
1576,False
1577,False
1578,False
1579,False
1580,True
1581,False
1582,False
1583,False
1584,False
1585,False
1586,False
1587,True
1588,False
1589,True
1590,False
1591,True
1592,True
1593,False
1594,False
1595,False
1596,True
1597,False
1598,True
1599,True
1600,False
1601,True
1602,False
1603,True
1604,True
1605,False
1606,False
1607,False
1608,False
1609,True
1610,False
1611,True
1612,True
1613,True
1614,True
1615,False
1616,True
1617,True
1618,False
1619,False
1620,True
1621,True
1622,False
1623,True
1624,False
1625,False
1626,False
1627,False
1628,False
1629,False
1630,False
1631,False
1632,False
1633,False
1634,False
1635,False
1636,False
1637,False
1638,False
1639,False
1640,False
1641,False
1642,False
1643,False
1644,False
1645,False
1646,False
1647,False
1648,False
1649,False
1650,False
1651,False
1652,False
1653,False
1654,True
1655,True
1656,False
1657,False
1658,False
1659,False
1660,False
1661,False
1662,True
1663,True
1664,False
1665,False
1666,False
1667,True
1668,False
1669,True
1670,True
1671,True
1672,False
1673,True
1674,True
1675,False
1676,False
1677,False
1678,False
1679,True
1680,False
1681,False
1682,False
1683,False
1684,True
1685,True
1686,True
1687,False
1688,False
1689,True
1690,True
1691,True
1692,True
1693,True
1694,True
1695,True
1696,True
1697,True
1698,True
1699,True
1700,True
1701,True
1702,True
1703,True
1704,True
1705,True
1706,True
1707,True
1708,True
1709,True
1710,True
1711,True
1712,False
1713,True
1714,True
1715,False
1716,True
1717,True
1718,True
1719,False
1720,False
1721,True
1722,True
1723,False
1724,True
1725,True
1726,False
1727,False
1728,True
1729,False
1730,True
1731,True
1732,True
1733,True
1734,True
1735,True
1736,False
1737,False
1738,True
1739,False
1740,True
1741,True
1742,True
1743,True
1744,True
1745,True
1746,True
1747,False
1748,False
1749,False
1750,False
1751,False
1752,False
1753,False
1754,False
1755,False
1756,False
1757,False
1758,False
1759,False
1760,False
1761,False
1762,True
1763,False
1764,True
1765,False
1766,False
1767,False
1768,False
1769,False
1770,False
1771,False
1772,True
1773,True
1774,True
1775,True
1776,True
1777,True
1778,False
1779,True
1780,False
1781,True
1782,False
1783,False
1784,True
1785,True
1786,False
1787,True
1788,False
1789,False
1790,False
1791,False
1792,False
1793,False
1794,True
1795,True
1796,False
1797,True
1798,True
1799,False
1800,False
1801,True
1802,True
1803,True
1804,False
1805,False
1806,False
1807,False
1808,False
1809,False
1810,False
1811,False
1812,False
1813,False
1814,False
1815,True
1816,False
1817,False
1818,True
1819,True
1820,False
1821,True
1822,False
1823,False
1824,True
1825,True
1826,True
1827,True
1828,True
1829,True
1830,True
1831,False
1832,False
1833,False
1834,False
1835,True
1836,False
1837,False
1838,False
1839,False
1840,False
1841,True
1842,True
1843,True
1844,False
1845,False
1846,False
1847,False
1848,False
1849,True
1850,False
1851,False
1852,False
1853,False
1854,False
1855,False
1856,True
1857,False
1858,False
1859,False
1860,False
1861,False
1862,False
1863,False
1864,False
1865,True
1866,True
1867,True
1868,False
1869,True
1870,True
1871,True
1872,True
1873,True
1874,True
1875,False
1876,True
1877,False
1878,True
1879,False
1880,True
1881,False
1882,True
1883,True
1884,True
1885,True
1886,True
1887,True
1888,True
1889,True
1890,True
1891,True
1892,True
1893,True
1894,True
1895,False
1896,True
1897,True
1898,False
1899,True
1900,False
1901,False
1902,True
1903,True
1904,True
1905,False
1906,False
1907,True
1908,True
1909,True
1910,False
1911,True
1912,False
1913,True
1914,True
1915,True
1916,False
1917,False
1918,True
1919,True
1920,False
1921,True
1922,True
1923,True
1924,True
1925,True
1926,False
1927,False
1928,False
1929,False
1930,False
1931,False
1932,False
1933,True
1934,True
1935,False
1936,True
1937,False
1938,False
1939,True
1940,False
1941,False
1942,True
1943,True
1944,False
1945,False
1946,False
1947,False
1948,False
1949,False
1950,False
1951,False
1952,False
1953,False
1954,False
1955,False
1956,False
1957,False
1958,False
1959,False
1960,False
1961,False
1962,False
1963,False
1964,False
1965,False
1966,False
1967,False
1968,True
1969,True
1970,True
1971,False
1972,False
1973,False
1974,True
1975,True
1976,False
1977,True
1978,True
1979,True
1980,False
1981,False
1982,True
1983,False
1984,False
1985,False
1986,False
1987,True
1988,False
1989,False
1990,False
1991,False
1992,False
1993,False
1994,False
1995,False
1996,False
1997,False
1998,False
1999,False
2000,False
2001,False
2002,False
2003,False
2004,False
2005,True
2006,True
2007,False
2008,True
2009,False
2010,True
2011,False
2012,False
2013,True
2014,False
2015,True
2016,False
2017,True
2018,True
2019,True
2020,False
2021,False
2022,False
2023,False
2024,False
2025,False
2026,False
2027,False
2028,False
2029,False
2030,False
2031,False
2032,False
2033,False
2034,False
2035,False
2036,False
2037,False
2038,True
2039,True
2040,False
2041,True
2042,True
2043,True
2044,True
2045,True
2046,True
2047,True
2048,True
2049,True
2050,True
2051,True
2052,True
2053,False
2054,False
2055,True
2056,True
2057,True
2058,True
2059,True
2060,False
2061,False
2062,False
2063,True
2064,False
2065,False
2066,False
2067,True
2068,False
2069,False
2070,True
2071,True
2072,True
2073,False
2074,False
2075,True
2076,True
2077,True
2078,True
2079,True
2080,False
2081,False
2082,True
2083,False
2084,False
2085,False
2086,False
2087,False
2088,True
2089,False
2090,False
2091,False
2092,False
2093,False
2094,False
2095,False
2096,True
2097,True
2098,False
2099,False
2100,False
2101,False
2102,False
2103,False
2104,False
2105,False
2106,False
2107,False
2108,False
2109,False
2110,False
2111,False
2112,False
2113,True
2114,False
2115,False
2116,False
2117,False
2118,True
2119,False
2120,True
2121,False
2122,False
2123,False
2124,False
2125,False
2126,False
2127,False
2128,False
2129,False
2130,False
2131,True
2132,False
2133,True
2134,False
2135,False
2136,False
2137,False
2138,False
2139,False
2140,False
2141,False
2142,False
2143,False
2144,False
2145,False
2146,False
2147,False
2148,False
2149,False
2150,True
2151,False
2152,True
2153,False
2154,True
2155,True
2156,False
2157,True
2158,True
2159,False
2160,False
2161,True
2162,True
2163,True
2164,True
2165,False
2166,True
2167,True
2168,True
2169,True
2170,True
2171,True
2172,True
2173,False
2174,True
2175,True
2176,True
2177,True
2178,True
2179,True
2180,True
2181,True
2182,True
2183,True
2184,False
2185,True
2186,False
2187,True
2188,False
2189,False
2190,False
2191,False
2192,False
2193,True
2194,True
2195,False
2196,False
2197,False
2198,False
2199,False
2200,False
2201,False
2202,True
2203,True
2204,False
2205,False
2206,False
2207,False
2208,False
2209,False
2210,False
2211,False
2212,False
2213,False
2214,False
2215,False
2216,False
2217,False
2218,False
2219,False
2220,False
2221,False
2222,False
2223,False
2224,False
2225,False
2226,True
2227,False
2228,False
2229,False
2230,True
2231,True
2232,False
2233,False
2234,False
2235,False
2236,False
2237,False
2238,False
2239,False
2240,False
2241,False
2242,False
2243,False
2244,False
2245,False
2246,False
2247,False
2248,False
2249,False
2250,False
2251,False
2252,True
2253,False
2254,True
2255,True
2256,True
2257,True
2258,True
2259,True
2260,True
2261,True
2262,True
2263,True
2264,True
2265,True
2266,True
2267,True
2268,True
2269,True
2270,True
2271,True
2272,True
2273,True
2274,True
2275,True
2276,False
2277,True
2278,False
2279,False
2280,False
2281,False
2282,False
2283,False
2284,False
2285,False
2286,False
2287,False
2288,False
2289,False
2290,False
2291,False
2292,False
2293,False
2294,False
2295,False
2296,False
2297,False
2298,False
2299,False
2300,False
2301,False
2302,False
2303,False
2304,False
2305,False
2306,False
2307,False
2308,False
2309,False
2310,False
2311,False
2312,False
2313,False
2314,False
2315,False
2316,False
2317,False
2318,False
2319,True
2320,False
2321,True
2322,True
2323,True
2324,True
2325,True
2326,True
2327,False
2328,True
2329,True
2330,True
2331,True
2332,False
2333,False
2334,False
2335,False
2336,False
2337,False
2338,False
2339,False
2340,False
2341,True
2342,False
2343,False
2344,False
2345,False
2346,False
2347,False
2348,True
2349,False
2350,False
2351,False
2352,False
2353,True
2354,False
2355,True
2356,False
2357,False
2358,True
2359,False
2360,False
2361,False
2362,True
2363,True
2364,True
2365,True
2366,False
2367,False
2368,True
2369,True
2370,True
2371,False
2372,True
2373,True
2374,True
2375,False
2376,False
2377,True
2378,False
2379,False
2380,True
2381,False
2382,True
2383,True
2384,True
2385,False
2386,True
2387,False
2388,True
2389,True
2390,True
2391,True
2392,True
2393,False
2394,True
2395,True
2396,True
2397,False
2398,True
2399,False
2400,False
2401,True
2402,False
2403,True
2404,False
2405,False
2406,True
2407,True
2408,False
2409,True
2410,True
2411,False
2412,True
2413,False
2414,False
2415,False
2416,True
2417,True
2418,False
2419,False
2420,False
2421,True
2422,False
2423,False
2424,True
2425,True
2426,False
2427,False
2428,False
2429,True
2430,True
2431,True
2432,True
2433,True
2434,False
2435,True
2436,True
2437,True
2438,True
2439,True
2440,True
2441,True
2442,False
2443,True
2444,True
2445,True
2446,True
2447,True
2448,True
2449,True
2450,True
2451,True
2452,False
2453,False
2454,False
2455,False
2456,False
2457,False
2458,False
2459,False
2460,False
2461,False
2462,False
2463,False
2464,False
2465,False
2466,True
2467,True
2468,False
2469,True
2470,False
2471,True
2472,False
2473,False
2474,False
2475,True
2476,True
2477,False
2478,False
2479,False
2480,True
2481,False
2482,True
2483,True
2484,False
2485,False
2486,False
2487,False
2488,False
2489,False
2490,False
2491,True
2492,False
2493,False
2494,True
2495,True
2496,False
2497,False
2498,False
2499,False
2500,False
2501,True
2502,False
2503,False
2504,False
2505,False
2506,False
2507,False
2508,False
2509,False
2510,False
2511,False
2512,False
2513,False
2514,False
2515,False
2516,False
2517,False
2518,True
2519,True
2520,False
2521,True
2522,True
2523,True
2524,True
2525,False
2526,True
2527,True
2528,True
2529,True
2530,False
2531,False
2532,False
2533,False
2534,False
2535,False
2536,False
2537,False
2538,False
2539,False
2540,False
2541,False
2542,False
2543,False
2544,False
2545,False
2546,False
2547,False
2548,False
2549,False
2550,False
2551,False
2552,False
2553,False
2554,False
2555,False
2556,False
2557,False
2558,False
2559,False
2560,False
2561,False
2562,False
2563,False
2564,False
2565,False
2566,False
2567,False
2568,False
2569,False
2570,False
2571,False
2572,False
2573,False
2574,False
2575,False
2576,False
2577,False
2578,True
2579,False
2580,True
2581,False
2582,False
2583,False
2584,False
2585,True
2586,False
2587,False
2588,True
2589,False
2590,True
2591,True
2592,False
2593,False
2594,False
2595,True
2596,True
2597,True
2598,True
2599,True
2600,True
2601,False
2602,True
2603,True
2604,True
2605,True
2606,True
2607,True
2608,False
2609,False
2610,False
2611,False
2612,False
2613,False
2614,False
2615,False
2616,False
2617,False
2618,False
2619,False
2620,False
2621,False
2622,True
2623,False
2624,False
2625,False
2626,False
2627,False
2628,False
2629,False
2630,False
2631,False
2632,False
2633,False
2634,False
2635,False
2636,False
2637,False
2638,False
2639,False
2640,False
2641,False
2642,False
2643,False
2644,False
2645,False
2646,False
2647,False
2648,False
2649,False
2650,False
2651,False
2652,False
2653,False
2654,False
2655,False
2656,False
2657,False
2658,False
2659,False
2660,False
2661,False
2662,False
2663,False
2664,True
2665,False
2666,True
2667,True
2668,False
2669,True
2670,False
2671,False
2672,False
2673,False
2674,False
2675,False
2676,False
2677,True
2678,False
2679,False
2680,True
2681,False
2682,False
2683,False
2684,False
2685,False
2686,False
2687,True
2688,False
2689,True
2690,False
2691,True
2692,False
2693,True
2694,False
2695,False
2696,False
2697,False
2698,False
2699,False
2700,False
2701,False
2702,False
2703,False
2704,False
2705,False
2706,False
2707,False
2708,False
2709,False
2710,False
2711,False
2712,False
2713,False
2714,False
2715,False
2716,False
2717,True
2718,True
2719,True
2720,True
2721,True
2722,True
2723,False
2724,True
2725,True
2726,True
2727,True
2728,True
2729,True
2730,True
2731,True
2732,True
2733,True
2734,True
2735,True
2736,True
2737,True
2738,True
2739,True
2740,True
2741,True
2742,True
2743,True
2744,True
2745,True
2746,True
2747,True
2748,True
2749,True
2750,True
2751,True
2752,True
2753,True
2754,True
2755,True
2756,True
2757,True
2758,True
2759,True
2760,True
2761,True
2762,True
2763,True
2764,True
2765,True
2766,False
2767,False
2768,True
2769,True
2770,True
2771,True
2772,True
2773,True
2774,True
2775,True
2776,True
2777,True
2778,True
2779,True
2780,True
2781,True
2782,True
2783,False
2784,False
2785,False
2786,False
2787,False
2788,False
2789,False
2790,False
2791,False
2792,False
2793,False
2794,False
2795,False
2796,False
2797,False
2798,False
2799,False
2800,False
2801,False
2802,False
2803,True
2804,False
2805,False
2806,False
2807,False
2808,False
2809,False
2810,False
2811,False
2812,True
2813,False
2814,False
2815,False
2816,False
2817,False
2818,False
2819,False
2820,False
2821,True
2822,False
2823,False
2824,False
2825,False
2826,False
2827,False
2828,False
2829,True
2830,True
2831,True
2832,True
2833,False
2834,True
2835,True
2836,True
2837,True
2838,False
2839,True
2840,False
2841,True
2842,False
2843,True
2844,False
2845,False
2846,True
2847,True
2848,False
2849,True
2850,True
2851,True
2852,True
2853,True
2854,True
2855,False
2856,True
2857,True
2858,True
2859,True
2860,True
2861,True
2862,True
2863,False
2864,True
2865,True
2866,True
2867,True
2868,False
2869,True
2870,True
2871,True
2872,True
2873,True
2874,False
2875,True
2876,True
2877,False
2878,True
2879,False
2880,True
2881,True
2882,False
2883,True
2884,False
2885,False
2886,True
2887,False
2888,True
2889,False
2890,False
2891,False
2892,False
2893,False
2894,False
2895,False
2896,True
2897,False
2898,False
2899,False
2900,False
2901,True
2902,True
2903,True
2904,True
2905,True
2906,True
2907,True
2908,True
2909,False
2910,True
2911,True
2912,True
2913,True
2914,False
2915,True
2916,True
2917,False
2918,False
2919,True
2920,False
2921,False
2922,True
2923,True
2924,False
2925,True
2926,False
2927,False
2928,True
2929,False
2930,False
2931,False
2932,False
2933,True
2934,False
2935,False
2936,True
2937,True
2938,False
2939,False
2940,False
2941,True
2942,True
2943,False
2944,True
2945,True
2946,True
2947,False
2948,False
2949,False
2950,False
2951,False
2952,False
2953,False
2954,True
2955,False
2956,False
2957,False
2958,False
2959,False
2960,False
2961,False
2962,False
2963,False
2964,False
2965,False
2966,False
2967,True
2968,False
2969,True
2970,True
2971,False
2972,True
2973,True
2974,False
2975,True
2976,False
2977,False
2978,False
2979,False
2980,False
2981,True
2982,False
2983,False
2984,False
2985,False
2986,False
2987,False
2988,False
2989,False
2990,False
2991,False
2992,False
2993,False
2994,False
2995,False
2996,False
2997,False
2998,False
